filepath,yhat,label 
Background\5B0F2E91.WAV,[[1.]],0
Gunshot\58FBBDC0b93e56f7-3277-4757-bb19-6d692827c632.WAV,[[1.]],1
Background\5AF47684.WAV,[[1.]],0
Background\5AF20F90.WAV,[[1.]],0
Background\5AE8D86E.WAV,[[1.]],0
Background\5B0D42D3.WAV,[[1.]],0
Background\601DC4E3.WAV,[[1.]],0
Background\601D9655.WAV,[[1.]],0
Background\5AFF0AF2.WAV,[[1.]],0
Background\5AE939B4.WAV,[[1.]],0
Background\5B11DF4D.WAV,[[1.]],0
Background\5B113DAF.WAV,[[1.]],0
Background\5AEE4072.WAV,[[1.]],0
Background\5ADA4F5C.WAV,[[1.]],0
Background\601C674A.WAV,[[1.]],0
Background\60208E0C.WAV,[[1.]],0
Background\5ACC5429.WAV,[[1.]],0
Background\601F2BFB.WAV,[[1.]],0
Background\5B1C032A.WAV,[[1.]],0
Background\601D4B91.WAV,[[1.]],0
Background\5AD35E4C.WAV,[[1.]],0
Background\5ACCE60E.WAV,[[1.]],0
Background\601E15BF.WAV,[[1.]],0
Background\5AF0B5B1.WAV,[[1.]],0
Background\5B057BAE.WAV,[[1.]],0
Background\6018469A.WAV,[[1.]],0
Background\600FFA5B.WAV,[[1.]],0
Background\6016D734.WAV,[[1.]],0
Background\5AE52291.WAV,[[1.]],0
Background\5B09F0DA.WAV,[[1.]],0
Background\60146B2A.WAV,[[1.]],0
Background\5B03BB7F.WAV,[[1.]],0
Background\5B203DE2.WAV,[[1.]],0
Background\602286FE.WAV,[[1.]],0
Background\5B0210A5.WAV,[[1.]],0
Background\5AC95C4D.WAV,[[1.]],0
Background\5AEE61AA.WAV,[[1.]],0
Background\5B10A9EC.WAV,[[1.]],0
Background\5AF0B56F.WAV,[[1.]],0
Background\601D8C1C.WAV,[[1.]],0
Background\5AF5B226.WAV,[[1.]],0
Background\5AF72D92.WAV,[[1.]],0
Background\5AF61A15.WAV,[[1.]],0
Background\601D72B1.WAV,[[1.]],0
Background\5B0A5C32.WAV,[[1.]],0
Background\5B1E68B9.WAV,[[1.]],0
Background\60119ED9.WAV,[[1.]],0
Background\5B0D4285.WAV,[[1.]],0
Background\600E9050.WAV,[[1.]],0
Background\601FA283.WAV,[[1.]],0
Background\6020F12F.WAV,[[1.]],0
Background\6017F8B2.WAV,[[1.]],0
Background\601ACEDD.WAV,[[1.]],0
Background\5B0E5CF7.WAV,[[1.]],0
Background\5B003323.WAV,[[1.]],0
Background\5ACA0616.WAV,[[1.]],0
Background\5AF9728D.WAV,[[1.]],0
Background\5B082BC0.WAV,[[1.]],0
Background\5AD760F4.WAV,[[1.]],0
Background\60182DCF.WAV,[[1.]],0
Background\5ADBFB01.WAV,[[1.]],0
Background\5AD4FFA3.WAV,[[1.]],0
Background\5B17FA6B.WAV,[[1.]],0
Background\601EB315.WAV,[[1.]],0
Background\5AD97B34.WAV,[[1.]],0
Gunshot\58FBC5C084243282-6c92-4632-9a9f-c3448f1d488c.WAV,[[1.]],1
Background\5B02D489.WAV,[[1.]],0
Background\6021DF53.WAV,[[1.]],0
Background\5AF5B068.WAV,[[1.]],0
Background\5AD8CE8C.WAV,[[1.]],0
Background\5B18323D.WAV,[[1.]],0
Background\5AC96A0E.WAV,[[1.]],0
Background\600B4D59.WAV,[[1.]],0
Background\5AFC9C28.WAV,[[1.]],0
Background\600F3FA3.WAV,[[1.]],0
Background\5B16951D.WAV,[[1.]],0
Background\60119F44.WAV,[[1.]],0
Background\5AE5F710.WAV,[[1.]],0
Background\5ADFC835.WAV,[[1.]],0
Background\5B04470D.WAV,[[1.]],0
Background\60198023.WAV,[[1.]],0
Background\600BE23B.WAV,[[1.]],0
Background\6016AE4C.WAV,[[1.]],0
Background\5AD7E540.WAV,[[1.]],0
Background\601E6BC8.WAV,[[1.]],0
Background\5AF22CF8.WAV,[[1.]],0
Background\5AF3053C.WAV,[[1.]],0
Background\5B1E80E0.WAV,[[1.]],0
Background\5AF90A8B.WAV,[[1.]],0
Background\60113214.WAV,[[1.]],0
Background\5AF6173A.WAV,[[1.]],0
Background\5AEE4052.WAV,[[1.]],0
Background\5B09A7F2.WAV,[[1.]],0
Background\5B0E35ED.WAV,[[1.]],0
Background\601D7D22.WAV,[[1.]],0
Background\5ACD8E98.WAV,[[1.]],0
Background\60102554.WAV,[[1.]],0
Background\5AFA6780.WAV,[[1.]],0
Background\5ACDC289.WAV,[[1.]],0
Background\5B1ECA37.WAV,[[1.]],0
Background\600FDBAA.WAV,[[1.]],0
Background\60199FE1.WAV,[[1.]],0
Background\5AF2E9D2.WAV,[[1.]],0
Background\5AF370B6.WAV,[[1.]],0
Background\5AD0A570.WAV,[[1.]],0
Gunshot\5B88A62D_240525b2b7-0792-4cc7-8910-bf6498a524fbb4d0d430-2ce8-493e-8579-499af1c896b942062b7d-78ed-4296-a1ac-1d352c05bca0.WAV,[[1.]],1
Background\6013770D.WAV,[[1.]],0
Background\601EE29D.WAV,[[1.]],0
Background\5AFB33EB.WAV,[[1.]],0
Background\5AF0A457.WAV,[[1.]],0
Background\5ACACADE.WAV,[[1.]],0
Background\6011595F.WAV,[[1.]],0
Background\5AFADC3F.WAV,[[1.]],0
Background\5B129E36.WAV,[[1.]],0
Background\6016A27A.WAV,[[1.]],0
Background\5B1EF307.WAV,[[1.]],0
Background\5AD3B05E.WAV,[[1.]],0
Background\602147E3.WAV,[[1.]],0
Background\5AF0E6F7.WAV,[[1.]],0
Background\5AD4B43C.WAV,[[1.]],0
Background\5AF1AC20.WAV,[[1.]],0
Background\5AD13B9D.WAV,[[1.]],0
Background\5AFEC787.WAV,[[1.]],0
Background\5AF0E979.WAV,[[1.]],0
Background\5AF43B53.WAV,[[1.]],0
Background\5AD904F5.WAV,[[1.]],0
Background\5AE84F69.WAV,[[1.]],0
Background\5B19876B.WAV,[[1.]],0
Background\5B044661.WAV,[[1.]],0
Background\601BFE50.WAV,[[1.]],0
Background\5B0AC7DE.WAV,[[1.]],0
Background\6019E34B.WAV,[[1.]],0
Background\5AD5052F.WAV,[[1.]],0
Background\5B0F4076.WAV,[[1.]],0
Background\5AE9AAC1.WAV,[[1.]],0
Background\60165D28.WAV,[[1.]],0
Background\5B19A099.WAV,[[1.]],0
Background\5AFA09D5.WAV,[[1.]],0
Background\5B04392B.WAV,[[1.]],0
Background\5B1CC69A.WAV,[[1.]],0
Background\5B101F87.WAV,[[1.]],0
Background\5AEE1130.WAV,[[1.]],0
Background\5B04060C.WAV,[[1.]],0
Background\60131C9E.WAV,[[1.]],0
Background\60216199.WAV,[[1.]],0
Background\6009FD87.WAV,[[1.]],0
Background\5AC95CCF.WAV,[[1.]],0
Background\6017392F.WAV,[[1.]],0
Background\5ADFB5BA.WAV,[[1.]],0
Background\5AF60798.WAV,[[1.]],0
Background\5ADC37C9.WAV,[[1.]],0
Background\5AEA1903.WAV,[[1.]],0
Background\5AF9AFAD.WAV,[[1.]],0
Background\5B030972.WAV,[[1.]],0
Background\601EFBA0.WAV,[[1.]],0
Background\5AD15A4D.WAV,[[1.]],0
Background\5ACD5011.WAV,[[1.]],0
Background\60110421.WAV,[[1.]],0
Background\5B1C1783.WAV,[[1.]],0
Background\5ADF597C.WAV,[[1.]],0
Background\5AD7EBE9.WAV,[[1.]],0
Background\5AE5A29A.WAV,[[1.]],0
Background\5B1E5F09.WAV,[[1.]],0
Background\5B0D3A4B.WAV,[[1.]],0
Background\5B17FD70.WAV,[[1.]],0
Background\5AFB238F.WAV,[[1.]],0
Background\5B1A9E0D.WAV,[[1.]],0
Background\60213A23.WAV,[[1.]],0
Background\5B129F1E.WAV,[[1.]],0
Background\5AE477ED.WAV,[[1.]],0
Background\60218305.WAV,[[1.]],0
Background\5AEC88EB.WAV,[[1.]],0
Background\6014410B.WAV,[[1.]],0
Background\5B1A3764.WAV,[[1.]],0
Gunshot\601AFA1E.WAV,[[1.]],1
Background\5AF8D6E4.WAV,[[1.]],0
Background\5B0CFE1E.WAV,[[1.]],0
Background\602368A7.WAV,[[1.]],0
Background\601DB350.WAV,[[1.]],0
Background\6011F62D.WAV,[[1.]],0
Background\5B041616.WAV,[[1.]],0
Background\5AFB73BA.WAV,[[1.]],0
Background\60208B28.WAV,[[1.]],0
Background\5AE3850D.WAV,[[1.]],0
Background\601376E2.WAV,[[1.]],0
Background\601FD9B9.WAV,[[1.]],0
Background\5AFDD644.WAV,[[1.]],0
Background\60208CBD.WAV,[[1.]],0
Background\5AF62DE5.WAV,[[1.]],0
Background\5B1DD89E.WAV,[[1.]],0
Background\5B1D21DB.WAV,[[1.]],0
Background\5AD46336.WAV,[[1.]],0
Background\5AF8D2F6.WAV,[[1.]],0
Background\5B0312C6.WAV,[[1.]],0
Background\5ADE0B94.WAV,[[1.]],0
Background\60194F5F.WAV,[[1.]],0
Background\5AF88445.WAV,[[1.]],0
Background\5AC9ADE0.WAV,[[1.]],0
Background\5ACEBA70.WAV,[[1.]],0
Background\60165D04.WAV,[[1.]],0
Background\602191A0.WAV,[[1.]],0
Background\5AD15606.WAV,[[1.]],0
Background\601558FF.WAV,[[1.]],0
Background\6018AFCA.WAV,[[1.]],0
Background\6021B531.WAV,[[1.]],0
Background\5B0AC20A.WAV,[[1.]],0
Background\5AD9DE9A.WAV,[[1.]],0
Gunshot\58FBC5825aa6d9d5-97d0-4461-8170-3e477787ffe9.WAV,[[1.]],1
Background\6022B575.WAV,[[1.]],0
Background\5B1C1907.WAV,[[1.]],0
Background\5B057B5E.WAV,[[1.]],0
Background\601DE699.WAV,[[1.]],0
Background\5AD8CA9B.WAV,[[1.]],0
Background\5ADFB935.WAV,[[1.]],0
Background\5AE9557D.WAV,[[1.]],0
Background\5AFD19BF.WAV,[[1.]],0
Background\5B1BA8D8.WAV,[[1.]],0
Background\5AFB330F.WAV,[[1.]],0
Background\6009C596.WAV,[[1.]],0
Background\5B045083.WAV,[[1.]],0
Background\5B058398.WAV,[[1.]],0
Background\5ACE796A.WAV,[[1.]],0
Background\5ACE49F2.WAV,[[1.]],0
Background\5AEE2D22.WAV,[[1.]],0
Background\5AFE1B18.WAV,[[1.]],0
Background\5AF89C3D.WAV,[[1.]],0
Background\5AF5D585.WAV,[[1.]],0
Background\60194579.WAV,[[1.]],0
Background\60111DD3.WAV,[[1.]],0
Background\5AECB49D.WAV,[[1.]],0
Background\600A77A5.WAV,[[1.]],0
Background\5AF9BC18.WAV,[[1.]],0
Background\5ADA39A9.WAV,[[1.]],0
Background\5B104C82.WAV,[[1.]],0
Background\5AFF38D8.WAV,[[1.]],0
Background\5B129DAB.WAV,[[1.]],0
Background\5AEB4C95.WAV,[[1.]],0
Gunshot\5B88992C_108d782f2e-2b04-4576-980a-8506d1fd6db05816589c-bb78-41c9-a5d7-0ae253cb89f8dd483360-a3a5-4cd7-8f7c-8ea42a2db3b9.WAV,[[1.]],1
Background\5AC9FF8B.WAV,[[1.]],0
Background\5ADD4251.WAV,[[1.]],0
Background\5B129DCF.WAV,[[1.]],0
Background\5AFF16F8.WAV,[[1.]],0
Background\5AFADB2C.WAV,[[1.]],0
Background\5B104BDA.WAV,[[1.]],0
Background\5B042988.WAV,[[1.]],0
Background\601C928A.WAV,[[1.]],0
Background\601DA822.WAV,[[1.]],0
Background\5AFD57C3.WAV,[[1.]],0
Background\60117D07.WAV,[[1.]],0
Background\5AEF4441.WAV,[[1.]],0
Background\601058F1.WAV,[[1.]],0
Background\600AF11D.WAV,[[1.]],0
Background\5B18A1CA.WAV,[[1.]],0
Background\6015D91D.WAV,[[1.]],0
Background\5ADCCF3F.WAV,[[1.]],0
Background\5B0BBB37.WAV,[[1.]],0
Background\5AE7A313.WAV,[[1.]],0
Background\5ADA079C.WAV,[[1.]],0
Background\6016EBB3.WAV,[[1.]],0
Background\5AF77644.WAV,[[1.]],0
Background\5AD89EE9.WAV,[[1.]],0
Background\5AEF3776.WAV,[[1.]],0
Background\601431C3.WAV,[[1.]],0
Background\60181AE1.WAV,[[1.]],0
Background\60212A2D.WAV,[[1.]],0
Background\5AFA6ECA.WAV,[[1.]],0
Background\5B153EC2.WAV,[[1.]],0
Background\5AD0F069.WAV,[[1.]],0
Background\5AD0F031.WAV,[[1.]],0
Background\5AF76DAD.WAV,[[1.]],0
Background\601CF137.WAV,[[1.]],0
Background\601ABEEF.WAV,[[1.]],0
Background\60207631.WAV,[[1.]],0
Background\6018C9B8.WAV,[[1.]],0
Background\601DC376.WAV,[[1.]],0
Background\5AF5919A.WAV,[[1.]],0
Background\601C6A34.WAV,[[1.]],0
Background\5B0E3020.WAV,[[1.]],0
Background\5B076888.WAV,[[1.]],0
Background\5B05AD74.WAV,[[1.]],0
Background\600D87F9.WAV,[[1.]],0
Background\5AEE4772.WAV,[[1.]],0
Background\5B0008E9.WAV,[[1.]],0
Background\5AE488BE.WAV,[[1.]],0
Background\601415EC.WAV,[[1.]],0
Background\5AF94E92.WAV,[[1.]],0
Background\5B0F34CE.WAV,[[1.]],0
Background\5AF5DA43.WAV,[[1.]],0
Background\600DF23F.WAV,[[1.]],0
Background\5AF20DDB.WAV,[[1.]],0
Background\5B08B871.WAV,[[1.]],0
Background\5AF77747.WAV,[[1.]],0
Background\600F4455.WAV,[[1.]],0
Background\5AF64BB5.WAV,[[1.]],0
Background\60136F1C.WAV,[[1.]],0
Background\5AEA3BDA.WAV,[[1.]],0
Background\5B197806.WAV,[[1.]],0
Background\5AF5DAF1.WAV,[[1.]],0
Background\5AE9AE3C.WAV,[[1.]],0
Background\5B186D48.WAV,[[1.]],0
Background\6017FB1A.WAV,[[1.]],0
Background\5AFCA0B6.WAV,[[1.]],0
Background\5AC9AA01.WAV,[[1.]],0
Background\600FDAE2.WAV,[[1.]],0
Background\5AF6C248.WAV,[[1.]],0
Background\601E9AEA.WAV,[[1.]],0
Background\5B008E26.WAV,[[1.]],0
Background\5AEF31BB.WAV,[[1.]],0
Background\5B1AD214.WAV,[[1.]],0
Background\602077A2.WAV,[[1.]],0
Background\600B4853.WAV,[[1.]],0
Background\6021FAC4.WAV,[[1.]],0
Background\601C1EF6.WAV,[[1.]],0
Background\5AEC7C4B.WAV,[[1.]],0
Background\5AE6DD50.WAV,[[1.]],0
Background\5B0BBB14.WAV,[[1.]],0
Background\5B0D3B58.WAV,[[1.]],0
Background\6011F121.WAV,[[1.]],0
Background\6022E0C6.WAV,[[1.]],0
Background\5B084A51.WAV,[[1.]],0
Background\601D3448.WAV,[[1.]],0
Background\60185ABE.WAV,[[1.]],0
Background\5AE73977.WAV,[[1.]],0
Background\5AEC9759.WAV,[[1.]],0
Background\600F77E2.WAV,[[1.]],0
Background\5B1AA296.WAV,[[1.]],0
Background\5AFB8673.WAV,[[1.]],0
Background\5B0F07F5.WAV,[[1.]],0
Background\5AF7BE0A.WAV,[[1.]],0
Background\5B0ABD7E.WAV,[[1.]],0
Background\5AF3A4D5.WAV,[[1.]],0
Background\601DA7D6.WAV,[[1.]],0
Background\5AD64043.WAV,[[1.]],0
Background\5AFFCC5C.WAV,[[1.]],0
Background\5AFF16E0.WAV,[[1.]],0
Background\5B06ECA7.WAV,[[1.]],0
Background\601D9D98.WAV,[[1.]],0
Background\5AF31786.WAV,[[1.]],0
Background\5B1697F2.WAV,[[1.]],0
Background\5AE9F082.WAV,[[1.]],0
Background\5ACEB948.WAV,[[1.]],0
Background\5AF926E2.WAV,[[1.]],0
Background\5B00591B.WAV,[[1.]],0
Background\5AF9B326.WAV,[[1.]],0
Background\5B1A84BA.WAV,[[1.]],0
Background\5B141AEB.WAV,[[1.]],0
Background\5AC95C10.WAV,[[1.]],0
Background\5AF2E9BF.WAV,[[1.]],0
Background\5B0E0369.WAV,[[1.]],0
Background\600FECAE.WAV,[[1.]],0
Gunshot\5B47DB36_165897da5c-2c2c-432d-9335-8e2ff7be7bd8e5cfc5ce-b2b4-412b-8cbb-729565a3bc557a0c8ea6-88ea-4b54-9eb4-3ab455da325f.WAV,[[1.]],1
Background\5AFF16E4.WAV,[[1.]],0
Background\5B197C60.WAV,[[1.]],0
Background\600BB6CD.WAV,[[1.]],0
Background\5AF5B037.WAV,[[1.]],0
Background\5AE327E9.WAV,[[1.]],0
Background\5ACDB9C4.WAV,[[1.]],0
Background\6019906D.WAV,[[1.]],0
Background\5AF105FB.WAV,[[1.]],0
Background\5ADBEBFC.WAV,[[1.]],0
Background\5AE92B0B.WAV,[[1.]],0
Background\60212858.WAV,[[1.]],0
Background\5AF0970E.WAV,[[1.]],0
Background\5AFD1162.WAV,[[1.]],0
Background\5AFF38FA.WAV,[[1.]],0
Background\5B051247.WAV,[[1.]],0
Background\5B1623BF.WAV,[[1.]],0
Background\5B001E41.WAV,[[1.]],0
Background\601CC32B.WAV,[[1.]],0
Background\60225FA3.WAV,[[1.]],0
Background\5B0EE1A8.WAV,[[1.]],0
Background\5AD0CF7A.WAV,[[1.]],0
Background\5AFB3CFB.WAV,[[1.]],0
Background\601F65E8.WAV,[[1.]],0
Background\5AE40C98.WAV,[[1.]],0
Background\600D7CB8.WAV,[[1.]],0
Background\600CD49C.WAV,[[1.]],0
Background\6020D77F.WAV,[[1.]],0
Background\5B1D79CE.WAV,[[1.]],0
Background\5AF5B265.WAV,[[1.]],0
Background\601DA525.WAV,[[1.]],0
Background\5B046550.WAV,[[1.]],0
Background\601F3849.WAV,[[1.]],0
Background\5AFC810C.WAV,[[1.]],0
Background\5AD35EC8.WAV,[[1.]],0
Background\60111DB0.WAV,[[1.]],0
Background\5B01B957.WAV,[[1.]],0
Background\5B01A694.WAV,[[1.]],0
Background\5ADAD25B.WAV,[[1.]],0
Background\5AC9A237.WAV,[[1.]],0
Background\60232E0B.WAV,[[1.]],0
Background\5B19D2AC.WAV,[[1.]],0
Background\5B103682.WAV,[[1.]],0
Background\5B16D2DF.WAV,[[1.]],0
Background\600D0674.WAV,[[1.]],0
Background\5AEC96CF.WAV,[[1.]],0
Background\5B0AE28E.WAV,[[1.]],0
Background\6021ED17.WAV,[[1.]],0
Background\5ADCA77F.WAV,[[1.]],0
Gunshot\58FBC603b9d3725c-a22b-42fa-8375-a0bc7318c5eb.WAV,[[1.]],1
Background\5AF5841E.WAV,[[1.]],0
Background\5B0822CB.WAV,[[1.]],0
Background\600A4DBE.WAV,[[1.]],0
Background\5AE459EF.WAV,[[1.]],0
Background\600A77ED.WAV,[[1.]],0
Background\5AFA058F.WAV,[[1.]],0
Background\5AC9B7C0.WAV,[[1.]],0
Background\5B11DFFA.WAV,[[1.]],0
Background\5B169788.WAV,[[1.]],0
Background\601AD592.WAV,[[1.]],0
Background\5AD418C3.WAV,[[1.]],0
Background\5AFC8110.WAV,[[1.]],0
Background\5B199426.WAV,[[1.]],0
Background\5ADE6E33.WAV,[[1.]],0
Background\5AD1785D.WAV,[[1.]],0
Background\5ACD8F3B.WAV,[[1.]],0
Background\6011109F.WAV,[[1.]],0
Background\6010BB87.WAV,[[1.]],0
Background\5AE77865.WAV,[[1.]],0
Background\5B1AA465.WAV,[[1.]],0
Background\5AF683B0.WAV,[[1.]],0
Background\60194533.WAV,[[1.]],0
Background\5AFDC96B.WAV,[[1.]],0
Background\5AFC2083.WAV,[[1.]],0
Background\5ADA3CC9.WAV,[[1.]],0
Background\5AF22BEE.WAV,[[1.]],0
Background\6020759D.WAV,[[1.]],0
Background\602057B2.WAV,[[1.]],0
Background\6022F04A.WAV,[[1.]],0
Background\6013D4F4.WAV,[[1.]],0
Background\5AEE4206.WAV,[[1.]],0
Background\601D6CC5.WAV,[[1.]],0
Background\5AFD4201.WAV,[[1.]],0
Gunshot\58FBBCC08e94ca6e-256e-4cdc-8bc1-183e50cddc85.WAV,[[1.]],1
Background\6014EC4F.WAV,[[1.]],0
Background\5B19743C.WAV,[[1.]],0
Background\5AD761A0.WAV,[[1.]],0
Background\5B11E0DB.WAV,[[1.]],0
Gunshot\58FBD39A952956ff-659e-440e-a2ad-e22f473821df.WAV,[[1.]],1
Background\600C1F5A.WAV,[[1.]],0
Background\5AF23533.WAV,[[1.]],0
Background\5B0ABDE3.WAV,[[1.]],0
Background\5B10411C.WAV,[[1.]],0
Background\5B0586F6.WAV,[[1.]],0
Background\5AEF4407.WAV,[[1.]],0
Background\5AF646D6.WAV,[[1.]],0
Background\5AEBCD33.WAV,[[1.]],0
Background\5ACB43CC.WAV,[[1.]],0
Background\5ACA0255.WAV,[[1.]],0
Background\5AEDDD17.WAV,[[1.]],0
Background\5AD8DE20.WAV,[[1.]],0
Background\5B02BAC3.WAV,[[1.]],0
Background\60100722.WAV,[[1.]],0
Background\5AD0C259.WAV,[[1.]],0
Background\6011EC48.WAV,[[1.]],0
Background\5AF2B26E.WAV,[[1.]],0
Background\5ACE09A9.WAV,[[1.]],0
Background\5B12A3D2.WAV,[[1.]],0
Background\5B0AB255.WAV,[[1.]],0
Background\5B0C8A89.WAV,[[1.]],0
Background\5B043935.WAV,[[1.]],0
Background\5B0DD282.WAV,[[1.]],0
Background\5AD3B1DA.WAV,[[1.]],0
Background\5B171212.WAV,[[1.]],0
Background\5AD8CE89.WAV,[[1.]],0
Background\5AEC880E.WAV,[[1.]],0
Background\5AD2C0FD.WAV,[[1.]],0
Background\5AEE3EF6.WAV,[[1.]],0
Background\5AD3BE28.WAV,[[1.]],0
Background\5B04FC65.WAV,[[1.]],0
Background\5AE8D791.WAV,[[1.]],0
Background\60116CAD.WAV,[[1.]],0
Background\5AEF43CE.WAV,[[1.]],0
Background\5B0A5B9F.WAV,[[1.]],0
Background\601C9A46.WAV,[[1.]],0
Background\5AFDE75A.WAV,[[1.]],0
Background\601413C8.WAV,[[1.]],0
Background\601BEE98.WAV,[[1.]],0
Background\5B0B64ED.WAV,[[1.]],0
Background\601426E9.WAV,[[1.]],0
Background\5AF15982.WAV,[[1.]],0
Background\5ADF7CB3.WAV,[[1.]],0
Background\5B0450DF.WAV,[[1.]],0
Background\5B0E9CA4.WAV,[[1.]],0
Background\5B192F4E.WAV,[[1.]],0
Background\5AF58A1E.WAV,[[1.]],0
Background\5AE9AFF9.WAV,[[1.]],0
Background\60227C84.WAV,[[1.]],0
Background\6019923F.WAV,[[1.]],0
Background\601F253B.WAV,[[1.]],0
Background\5ADBD34E.WAV,[[1.]],0
Background\5AE88E86.WAV,[[1.]],0
Background\60129522.WAV,[[1.]],0
Background\600E7CB6.WAV,[[1.]],0
Background\601EACB6.WAV,[[1.]],0
Background\5AF7D677.WAV,[[1.]],0
Background\5ACA0533.WAV,[[1.]],0
Background\5B129DAD.WAV,[[1.]],0
Background\5AEC96D4.WAV,[[1.]],0
Background\6014CEEE.WAV,[[1.]],0
Background\5AC9FF8D.WAV,[[1.]],0
Background\5AE37A9E.WAV,[[1.]],0
Background\5AEBBF62.WAV,[[1.]],0
Background\5ACEFA1A.WAV,[[1.]],0
Background\5B04A3EE.WAV,[[1.]],0
Background\601C8D48.WAV,[[1.]],0
Background\601D3D3C.WAV,[[1.]],0
Background\600FCC7D.WAV,[[1.]],0
Background\5B119FCE.WAV,[[1.]],0
Background\5AE2DF15.WAV,[[1.]],0
Background\5AE89789.WAV,[[1.]],0
Background\5AD3625A.WAV,[[1.]],0
Background\600BBEC4.WAV,[[1.]],0
Background\5AFF6A7F.WAV,[[1.]],0
Background\601FF26F.WAV,[[1.]],0
Background\5AE9D6D9.WAV,[[1.]],0
Background\6019C0AF.WAV,[[1.]],0
Background\5B041115.WAV,[[1.]],0
Background\5AFB0A3B.WAV,[[1.]],0
Background\5B09E0C1.WAV,[[1.]],0
Background\6023171C.WAV,[[1.]],0
Background\5B0AC252.WAV,[[1.]],0
Background\5ACCE5FF.WAV,[[1.]],0
Background\5AECA3BC.WAV,[[1.]],0
Background\601CB5C3.WAV,[[1.]],0
Background\5B02A1C2.WAV,[[1.]],0
Background\5AC9FD82.WAV,[[1.]],0
Background\5AF0A3F8.WAV,[[1.]],0
Background\600B21F5.WAV,[[1.]],0
Background\5B079871.WAV,[[1.]],0
Background\5AD392DE.WAV,[[1.]],0
Background\5B1BCD24.WAV,[[1.]],0
Background\60140AA4.WAV,[[1.]],0
Background\5ACA049F.WAV,[[1.]],0
Background\5AD97A90.WAV,[[1.]],0
Background\5AF4D34E.WAV,[[1.]],0
Background\5AD32DD5.WAV,[[1.]],0
Background\5AFDE642.WAV,[[1.]],0
Background\5B0AC762.WAV,[[1.]],0
Background\5AEE7138.WAV,[[1.]],0
Background\5B1BB619.WAV,[[1.]],0
Background\5B0588AA.WAV,[[1.]],0
Background\5ADA3083.WAV,[[1.]],0
Background\5AF5C0A6.WAV,[[1.]],0
Background\601C81CB.WAV,[[1.]],0
Background\5B1C5521.WAV,[[1.]],0
Background\5B1A9817.WAV,[[1.]],0
Background\601718EB.WAV,[[1.]],0
Background\5AFD19DE.WAV,[[1.]],0
Gunshot\5B1F4139_56d4511d7-b343-4960-bc53-5d945cdc97fdb1a90d61-e24b-4f66-acc4-527435d2e0b559ffcda8-a81b-45eb-b3b6-a90b299acd97.WAV,[[1.]],1
Gunshot\601B1E0D.WAV,[[1.]],1
Background\5ADE2715.WAV,[[1.]],0
Background\600F2E71.WAV,[[1.]],0
Background\5AC9B0E6.WAV,[[1.]],0
Background\5B129D8F.WAV,[[1.]],0
Background\5B05706D.WAV,[[1.]],0
Background\5AEE3F04.WAV,[[1.]],0
Background\5AD73669.WAV,[[1.]],0
Background\5AED14BD.WAV,[[1.]],0
Background\60174D5A.WAV,[[1.]],0
Background\5ADE472C.WAV,[[1.]],0
Background\5AD106B9.WAV,[[1.]],0
Background\5AD2BC13.WAV,[[1.]],0
Background\5AEA5810.WAV,[[1.]],0
Background\601C7206.WAV,[[1.]],0
Background\601F58C6.WAV,[[1.]],0
Background\5B1C053A.WAV,[[1.]],0
Background\5B1C1943.WAV,[[1.]],0
Background\602228A7.WAV,[[1.]],0
Background\6020E862.WAV,[[1.]],0
Background\5B1CF202.WAV,[[1.]],0
Background\6014E90E.WAV,[[1.]],0
Background\5B0E08E7.WAV,[[1.]],0
Background\60187D93.WAV,[[1.]],0
Background\5AECED1C.WAV,[[1.]],0
Background\5B184C2D.WAV,[[1.]],0
Background\600C4064.WAV,[[1.]],0
Background\5AFAC7ED.WAV,[[1.]],0
Background\601355EC.WAV,[[1.]],0
Background\5B17424F.WAV,[[1.]],0
Background\5AD4C3B5.WAV,[[1.]],0
Background\5B0075CF.WAV,[[1.]],0
Background\5B0317A0.WAV,[[1.]],0
Background\600D79DA.WAV,[[1.]],0
Background\5AEC7C6B.WAV,[[1.]],0
Background\5AEF2A61.WAV,[[1.]],0
Background\5ACCE638.WAV,[[1.]],0
Background\5B0031CA.WAV,[[1.]],0
Background\5AE9ABF1.WAV,[[1.]],0
Background\5AC95C26.WAV,[[1.]],0
Background\601E865F.WAV,[[1.]],0
Background\5AF7E8EA.WAV,[[1.]],0
Background\5AC9FD20.WAV,[[1.]],0
Gunshot\5AF8B8D8_3c9002aa1-85d7-420c-b482-85a72c8ea04f27fd268e-1c73-4eb0-8716-281db67018f739342a60-a31d-4874-8945-98289292da8a.WAV,[[1.]],1
Background\600E9234.WAV,[[1.]],0
Background\5AEDE631.WAV,[[1.]],0
Background\5B11A7EA.WAV,[[1.]],0
Background\6016B590.WAV,[[1.]],0
Background\5B1BA6C6.WAV,[[1.]],0
Background\5B16D204.WAV,[[1.]],0
Background\5ACFCB47.WAV,[[1.]],0
Background\5B03F646.WAV,[[1.]],0
Background\5AD807C1.WAV,[[1.]],0
Background\5B174FD9.WAV,[[1.]],0
Background\5AF18CC5.WAV,[[1.]],0
Background\6010F918.WAV,[[1.]],0
Background\5AEA05D5.WAV,[[1.]],0
Background\5AE7997B.WAV,[[1.]],0
Background\5B15D000.WAV,[[1.]],0
Background\5B0FA999.WAV,[[1.]],0
Background\5B0ABB42.WAV,[[1.]],0
